file_name,image_base64
cyan_glazed_terracotta,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAMAAAAoLQ9TAAAAOVBMVEXQ1tfM0NLLz9EburoXrKwYq6sXqKgWo6MWnJwVfpEVeowVd4gUcYETanlHT1I9QUU6PkM2OT0yNTgpXcxGAAAAlUlEQVR42iXIQW7CQBBE0V81thGxF7n/MaMgx6DuigaW72mnNn6UsROuvutbZxU93V0qC8bgbZAW3ViKupOOyBw28kfGkhdCBjDPlySC5W7oNXRoWci9tzb1lQWLh3ET46imSz5qlUJysT3SPmgTmHmmPW5hkMyI4VjSQJU2TA1wQ9KZ68F4agcsfllFvnS6Pw4BJf4HazZaUlpZ8ZsAAAAASUVORK5CYII=
cyan_shulker_box,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAMAAAAoLQ9TAAAAP1BMVEUWiJIWh5IWhpEWhJAWgo8WgI8WgI4Wfo0Vd4gVdYYUc4QTbn8SansSaXoRZncQY3MQYXEPX24PXm4OXGsOWmmoc5w2AAAAkUlEQVR42j2OUQ6DMAxDYxc6s4UuJdz/rKNQzcpzJH84MV9X91o/7eLaX6s9pOiTcFtDpAZvYItmLqIUABymtCZMGUml1RAJ4DY9HTAsQAGp2M1VyGdA6DTXAgCFwL8DIMjhW7i9+oYpUvcfABc+CZTmMsLm2RGs8UaRBgXqbvXo2uKQIgZu4S1z98zmZ+57/gBlmAbOQJgi3AAAAABJRU5ErkJggg==
cyan_stained_glass,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAAMUlEQVQ4y2PwqZ+5mBLMAGWkkYmxGjCbEgNmU+KC2dTywqgBI8aA2ZQYMJsmXiAbAwCYB9ll4ITuBQAAAABJRU5ErkJggg==
cyan_stained_glass_pane_top,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAAPklEQVR42mNgwAN86mc886ya9IyBXAAywL2sjzIDKHIBSDPFBoBcMXBhAHLBwBow8F4YBilxcHjBq2YKXgMAjo1HvkXQjz0AAAAASUVORK5CYII=
cyan_terracotta,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAABg0lEQVQ4y21TWbYlIQhzjfe2A6Bl7X8TPhKxXnWf/uA4QQgBU1FbWfSxIrZq70vntWSMlVV9P5ZcYxXff2ul/WmN5wQAbPS6ls25rE8HuFc25X3xtXZb4iBtdA+Ufa87YSrW1weHCMiO/HXLkUGcTXmb+7fp1gHcVmp+CXqgXUQY/K2N6GrODqZhPc68AxMHQKA5AOpFNgB+osZM21RtXrQagEwIDSyyt6CXnQWcqr2ymT0+sB1sTJyYdcSl9UccOthgWefcICbZbiAkcw3GX6oCUPiodFQv7dHhP2wIgPqrO1O86ARX1adeAMm1193ym2Bp126/gW13IJ9SmFV/AaOddvugXRODJCFYf1SH2sOHKrdKZySxuTPTt78GCQE41MNCNJwg6KaM4PaqG6VIaEOAU+sZ3aM87u2+14ieY4yhPBmEmKlEX2tMJCnfk5N2xhmAHynx2XbJcu8BTOXQdQ1qKfxpZPPqP+f/DBvFbHwXMrB/PssR7fyPF0OCOqvzlfH2Awx7C9oNf77fAAAAAElFTkSuQmCC
cyan_wool,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAMAAAAoLQ9TAAAAbFBMVEUWm5wWmpsWmpoWmZkWl5gWlpgWlJcVlJYVkpUVkJQVj5QVjpMVjZMVjJIVi5EVipEViZAViJAVh48Vho8VhY4VhI4Vg44Vg40Vgo0VgY0VgIwVf4wVfosVfYsVfIoVe4oVeooVeYkVeIkVd4gsypw2AAAAw0lEQVR42g3FSWKEIAAEwNbYhE0RBUXAUcj//5ipS6GmT/WyZKPa7dz9YrWAUCHWN8e/J+0QjNvIJSpqPUBZrEkynp4lkGsCYfeyStn65fIj5d3wtMLSayo9xTfXA8Cv9H53AiYAakFK3wxZs6SxE6H0c9GU84r59eHz4AqH6C3MxQKbBsBJKVCZSURn/b3iLvOcTqlruWxrh8WZeuP4dC+dBuwLbQZQudg3zX0jMP6sgc5KiHwt+qx4C5d6ctiTYS2C/+atECaMkIyrAAAAAElFTkSuQmCC
damaged_anvil_top,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAGFBMVEUAAABycHBaWlpSUlJKSkpCQkI9PT04ODi/dgb9AAAAAXRSTlMAQObYZgAAAHhJREFUeNpjYGANcTZ2LWBgYGB1NzZxDwAy2IqCy5IcgAwW9XRBZZAIu1Ohm0kCSMqlyD0UrLjcJKg8ASQllB4uDmKwqCgWqikAGUyhTkUQc0pDUpwLQAz1MqEQAxCjSDDZFKzL2ditDMRgDTEuUgeLlIabphYwAAC/3BiImv27oQAAAABJRU5ErkJggg==
dandelion,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAAUklEQVQ4y2NgGAXDHfx/4/8fhMnW/O+a5f+Pc1VJNwSkAaZxb5YS2CCyDCFbMwyI17D8B2GyNHr1a/wPXa0Lpsm2HWYACJPlEpABZHsDBIixGQCyM01OrS9sngAAAABJRU5ErkJggg==
dark_oak_door_bottom,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAJFBMVEXMlABvb29ySiRiQiRaQixTNhpJMRY1NTVBKxM9KBIyIQ8pGgzbNk3XAAAAdElEQVR42jWKMQrCQBAAZ9dDC5stxNrGVq6ytRE/4dsU8Uc+wMMfZMEuCbcJIWmGYRjZX4Dt+p/yOXfvO8/EqTyOpUXBIUAn4qYRYD6Vn1ODJLWO3m+UeVpmNON4YPpqIBw0gwBo1K9Z+SC3AzQmq7S7AhAD82cpALXAXMQAAAAASUVORK5CYII=
dark_oak_door_top,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAALVBMVEX/5QDMlACldwBvb29ySiRiQiRaQixTNhpJMRY1NTVBKxM9KBI3IxEyIQ8pGgzQ1yp2AAAAdUlEQVR42jWLsQ3CMBQFzw8GsFkgUloaF4iOdVxRQMU47MASVC4YAOQN+HWk2FES5Yq76pRWrnKHPoTQd+KcbrtHQu6S7/v8RhGDBnrOxkxxKV5QzNdmolZRCmLFy9FGMMS284dmIMAB8/X19vug+Dp1wzEzAUQVKcMqLclHAAAAAElFTkSuQmCC
dark_oak_leaves,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAD1BMVEUAAAC3ubeYmZh9e31wbXDufUsBAAAAAXRSTlMAQObYZgAAAGhJREFUeNoFgIENxCAIAA/iAEg7ANJfwMYBbGT/mT6UaIzJRVCvDBmQ+phJR9b2Gwx3Bjuhm6xqJ8jmrpGTtbvVlBdvX6rfD0ad6LejsXNKfTyFDP3BG4nVVIas3fQamDuJG9GtnRD9A6K5DPmdayAbAAAAAElFTkSuQmCC
dark_oak_log,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAElBMVEVYRChKOB4/MR0zJxUwJRMpIBFZE/4LAAAAaklEQVR42hXGQRHDMAwEQI1VBJINwLoTgLgEaiHohD+YOPtaoaXl3BBqas6C5DeVPBkgkOXSkVDQxKpT+8kqX2ZvbrvCYcJ/XHA3iV8sdLslJhI84UnLVvIJH5qxpJXRGSG2Y5D7TXXGxgPEiBE7ybf/RAAAAABJRU5ErkJggg==
dark_oak_log_top,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAIVBMVEVTOBpKOB5PMhhJLxc/MR0+KRIzJxU6JBEwJRMwHg4pIBF5EUGyAAAAjUlEQVR42mNIERFZ4pji2MbQpKSszGykpMIgNLM8PDS0nJHBaQKTkrKSuhaDc5ExEKgaMiwKMi8NL1Y3YRAutjQ2LjbXYHAOMjcNDlY1BDOKi9UNGZqDzI2Ng81NgLrMK0uDVa0YhIOMgUDdDKhdWUlJAcgQCg8vBwIVBiclY2UDYyUNhgwRLxEvx0Y3AIMhIW0kM5lHAAAAAElFTkSuQmCC
dark_oak_planks,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAFVBMVEVTOBpPMhhJLxc+KRI6JBEwHg4pGgyUw7h6AAAAcElEQVR42g3CARXDIAwFwM/DAAk1kGQCVoKDDQeAA+JfQnvvwAV4XyD9CSk5hMS8yYUxR6wTG+WLjKQ3hFtvQgwX/RCbI9aIWHOjJMWrgonMzTqSuqt6RcwRZ+xALqkiJ0DJ7WZWWONO5o6zz3+ciAdixhUFVj2uwQAAAABJRU5ErkJggg==
dark_oak_sapling,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAG1BMVEUAAABXrT9Ajy9/YTlwUy4fZRlaPx4QUhBMMhRxFB0lAAAAAXRSTlMAQObYZgAAAGFJREFUeNpjwAGYAoAEe5ACQxE7iKsYrhiuCqSLIlpFy8RBUu1B4U0FICnW8tKwDBBDvSy0ohUkVZCW3lGoAGKpprUzgLWHpDSAGRXOLgkMYODs1gBhJKe0gGm2lIw0BgYAvE4TzMzu1l0AAAAASUVORK5CYII=
dark_oak_trapdoor,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAGFBMVEVySiRiQiRTNhpJMRZBKxM9KBIyIQ8pGgxr8F+eAAAAYElEQVR42k3MwQmAMBBE0SGpQO1gVuJ9R2IhYgNaRNo3qwge/vE/iHSThLW1c27twnYcqZex7cq9hCpPEaozlR7qgLEMmOBGGs0QjpyvEyGMpVsIY/mc8nNyONPjxEpKNyOrF3nXJAxbAAAAAElFTkSuQmCC
dark_prismarine,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAElBMVEU7gmg/bVw4YlE0VkgxUEEnPjbGGPxZAAAAYklEQVR42i2NsQ3DMBADaeTTy6YGiBD/ACm4gbiB9p8llmUc2BF3KLFHucCmBeiv2Gl49O7hgV+86h44gSz5UXuDOkTzhIfXZzra7clNmKPoVg/Bfb3QokzqbOXToph3a/EH6w4S7a/HaWkAAAAASUVORK5CYII=
daylight_detector_inverted_top,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAAW0lEQVQ4T2OwMVb6TwlmABGmzpH/u2dt/D99+V4w291WkygxuAEgwaWbj4Pxhr3nwIqJEYMbADIRJnj4zE2wYmLEULwAE0R2LiExuAEgSXLwaCCOBiJ1A5ESDAAmyEcjz5DhcQAAAABJRU5ErkJggg==
daylight_detector_side,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAAUUlEQVQ4T2OwMVb6TwlmABFhrtpw7O+g+d9YW5ooMRQDPG3UwdjJXAWumJAY9QwAOQckAML2pspgxcSIwQ0ASSJjPXVxosRGA3E0EKkbiJRgADmGnL2RZlPwAAAAAElFTkSuQmCC
daylight_detector_top,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAG1BMVEXk287f1MXZy7jSwavKtpy+qo5lTzFHPSk8MyKDTTzpAAAAS0lEQVR42mPogAKGNuP0ZLMy4wyGZiZ3Q5ViJg+GZuVwI5Ni5QiGNtf0lLAy1wyG9nIwqEBRbMACU2xKUHG4AcRkZiTFbiDFMGcAAOZRLeuHll4gAAAAAElFTkSuQmCC
dead_brain_coral,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAFVBMVEUAAACkoJyZk42KgHuGe3d7cm50amYOFSSCAAAAAXRSTlMAQObYZgAAAGdJREFUeNpNwTEOwjAMQNEf4Xr20DDnFJldJDIHAZmNFLj/Eag69T1O0v6gZgDFuBTrsLnP6klIK7z0GbSCdtTBIttVgDufNb4g8mOjC9gtlqoDeSyFjIMwaGmCetbWgBh1vgHQPgP+TN0OmojEeqIAAAAASUVORK5CYII=
dead_brain_coral_block,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAElBMVEWkoJyZk42Ge3d0amZoZGNdWllGZ5EbAAAAdklEQVR42hXJ0RWCMAwF0Icu0AQcIA0MQGABm3QAa7r/Kh7v70U1e+VwBqs8Z+QHRIV6hIHD5RGi2OdsZeFEz/zWciT+H9IDh/t20dagKXpuJ2ERptVvA2PRsMtxjLI21YrZ32R2MrInr1p2uHcSqo5dB0fV+weaKBbsr50/mgAAAABJRU5ErkJggg==
dead_brain_coral_fan,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAJFBMVEX///+Zk42Qh4OGe3d0amZdWlmkoJyZk42Qh4OGe3d0amZdWlnKSkIVAAAABnRSTlMAAAAAAABupgeRAAAAaElEQVR42mMgFWyF0kuWC2ydzMDAaeCZ5bDSeDIDc6X7Eq+yJSsZONOnebm4p89i4J5cVh3plunCwBpWlho8rXIJA3u4eEZk5pJZDNsKJao0l7i4MERmWq9cPctzCUPo7K27Zu1e5QIAZ3sgwHVlsJMAAAAASUVORK5CYII=
dead_bubble_coral,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAElBMVEUAAACkoJyZk42Ge3d0amZdWllo7MGuAAAAAXRSTlMAQObYZgAAAGBJREFUeNqNyrENgCAQRuE/4gS6AOdpL3fYGzh6EmH/VYzRAXzVVzz8yumHcXXxVckGBQYZe/Jth6Oth62cwKLGpT2zWKQKENtiU1XotBJzngGRNEfycJEDJ9mBIw/+Ytx0nA0u6aeAQwAAAABJRU5ErkJggg==
dead_bubble_coral_block,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAElBMVEWkoJyZk42Ge3d0amZoZGNdWllGZ5EbAAAAcklEQVR42g3IwRHCMAwEwLMriKQGIin88VkUkHhoANJ/LbDPxWTLobUQlD7aMaFr10sykPfo33AFg7lqGChHkUzEZjS3Qno/fTRHPfWjFMXryrOtSDBrF+YNt5Du+sZmbOmt4DrjscTAdD3SHXPu/5v6A0EREkfbG8TVAAAAAElFTkSuQmCC
dead_bubble_coral_fan,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAG1BMVEX///+koJyZk410amZdWlmkoJyZk410amZdWlkWVllQAAAABXRSTlMAAAAAAMJrBrEAAABcSURBVHjancaxDYAgEEbhv1I2cAM3ADcw9oajB8+zJ4cMYGRtwwq+5n34W4TJ/SaOLnUMNHOKwGh98rmu4EiFbNhQ/CRiD8UiLM+pBA1KjUXg6PWF7h1NKl+i6QN0EBhohH47fQAAAABJRU5ErkJggg==
dead_bush,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAD1BMVEUAAACxejaUZChnUCxRPSQaPMjBAAAAAXRSTlMAQObYZgAAAFNJREFUeNotzNENwCAIhOFLZYK2Axh1AAMMQFL3n6mG8x7Il/8B5CRvBfxgzoRiRKJUF+JmWKEK2Ra7njLyib4dua8FIe0E9GAwA+dWJpM7iAXgB/qMB1RYzgpTAAAAAElFTkSuQmCC
dead_fire_coral,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAD1BMVEUAAACkoJyZk42Ge3d0ambo1E9yAAAAAXRSTlMAQObYZgAAAFxJREFUeNotx9EJwCAMANGrZoCAHSDoAqIZQDD7z1TE3s/x4KT8V70qZpdP7cAwWxlg14YLIJtYAYrMADDVbAj0YuI5JXZdNBkTcWSQHcJn67GAPV4/h6QBp8eAD33hCgvjZ+fbAAAAAElFTkSuQmCC
dead_fire_coral_block,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAD1BMVEWkoJyZk42Ge3d0amZoZGNioNo1AAAAb0lEQVR42g3JWwHDMAgF0Ls1BqARUB4CBkHAaOpf03Z+D9gt2Umhz8xyuWDt4+AW7FrMcyv8Y6RxMEazJPkLdJ/vtArI86+KggWLfWNiD0oXZhjl8vtUqKyxtjku7flOLbS0kkSDokRsBjitWab+APzoEhKpmDl0AAAAAElFTkSuQmCC
dead_fire_coral_fan,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAHlBMVEX///+Zk42Ge3d0amZdWlmkoJyZk42Ge3d0amZdWlkKQ+JpAAAABXRSTlMAAAAAAMJrBrEAAABtSURBVHjaYyASsAlAaE5XcXUFEF/MI73T0wHImDql1dLdgYFdI22mW2WZOwNrp1tLu7prEQNryYzpyeruSgyc6VNaZxZNm8IwxbNk6vTMkukM090z3TrLPFMYPENKZqa4uZcwuHhO9yxpb3ECAAU3HjtA8hY8AAAAAElFTkSuQmCC
dead_horn_coral,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAElBMVEUAAACkoJyZk42KgHuGe3d7cm7fJlf/AAAAAXRSTlMAQObYZgAAAFxJREFUeNptjNEJwCAMRA+DC9gFTKz/grhAJ5CK+6/SpPn1IORxPA6nhAxxSChesVSHeLeQf+UlbgBdIElWFIqPCUk6FjSLq142UlsmMGKfSz9o79HZB0uDRybwAe7KCYbavqrbAAAAAElFTkSuQmCC
dead_horn_coral_block,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAElBMVEWkoJyZk42Ge3d0amZoZGNdWllGZ5EbAAAAd0lEQVR42hXNQRLCIBAEwAHifTeU97DgHRh5gIneLaL//4plf6BRkKsnKogoPi/AbKJbmMCYOcpyEibG9dgikjPrTA4tSuk1KIo6eybXgP3DF7UA1y18M0/ULj7neQON9r4kj/aPFlkh6x4eQQk9rE8lcWccg+APigkRCuapgh4AAAAASUVORK5CYII=
dead_horn_coral_fan,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAG1BMVEX///+Ge3d0amZdWlmkoJyZk42Ge3d0amZdWllNTSB6AAAABHRSTlMAAAAAs5NmmgAAAFpJREFUeNpjIB8UgUmOIrZwdQUgg7lM1EkNKMZenCrmppZUxBCmHpIYKpqUzpCilCIWmJIYxiDqVOqa6CoWylAUppomFibqxpCUrp7e3q4eyKBaUVTeUVZUBADaiBSAsebKYQAAAABJRU5ErkJggg==
dead_tube_coral,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAFVBMVEUAAACkoJyKgHt7cm50amZoZGNdWlk7LpmPAAAAAXRSTlMAQObYZgAAAHFJREFUeNpjwA5coBRjmgOIZkliElQAMZhUWFTADFZXVicHkCq2ZDOVUDUHIEMsMTQtCCgZZigUEpYawMCSoqyclpKkwMAiYmSilKaWxMBq4qyYJmaozMDm6uQsaGJswsCQkhKsZOLsBtQelmLs6pYAAKkQErW1cViRAAAAAElFTkSuQmCC
dead_tube_coral_block,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAElBMVEWkoJyZk42Ge3d0amZoZGNdWllGZ5EbAAAAcElEQVR42gVAwQ3CMAy8ph2gtso/do4/ShcgrhmAqOy/CgI7jRoLxq493AaqbRSGw/B4q94C9RwoUXCkqZAVnqU+hyak7yurOco4PQ3Ea6Xo1W+0MzbjZ0Lp+0InGNL6xYb4snBKR04c/nMH06Mx+QcKYxLskMBmqQAAAABJRU5ErkJggg==
dead_tube_coral_fan,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAKlBMVEX///+Zk42Ge3d0amZoZGNdWlmkoJyZk42KgHuGe3d7cm50amZoZGNdWll78dPFAAAABnRSTlMAAAAAAABupgeRAAAATElEQVR42mOgArgKo2sDwPTeyJ2xIFZh6e60mElARvaebcXd4QIMbLvPHjdcWH2EoXBb9enKPWd3MxxPd99+dltNCsOdZPGSmmL34wCgYh0RbB/ypAAAAABJRU5ErkJggg==
debug,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAABGdBTUEAALGPC/xhBQAAAedJREFUOE+l0ttrz3Ecx/Hvf+CUlBRGNDnNyqkcYmw3iN92RTk0bliO40I2V2wO2S40i3JI2XZDacvIIUaylZXlMEQuKHO4lLZfDxfvz5Rrn/r2qO/F5/nq2zfL8F9PlmVG5cmyzJh4YVxyQnJqsjhZkYRs0gcKvjE1z3TMwGwUYyGWoQwV2IFatBk+32NB8du4cXFassq/papkc9Jf38mW36fkGWVvWPuVijybRG2vKDaKao/hM4B+dMeCis64cdvLcH9aclrYkfTXV8nbsi0X2dFCVTvVD6l9wcnPNOejej+14nxBHx6hHa2x4FBT3Fx/PbzyPHySljBsb/JG8pzsaC11x2hs4MJ52lrovEXPMz59RB4+oRudaMUF8WWOx4Lm6ijcqAt7L6ViV3LocSpeTtYlD8oubaatko5ddB2gr4Yv9WhCSz937/G6laFzOIEaVGMXtseCO7kovdqSivuSJ9vDm6fCwf2pvDVZLnuwjJ4V9JcysAY5bOymspXdDRyp4cwerm3n6UYGy7FG/J8rY8H7olRclCxpCnM7w5258GxJ+HtRWjBP9nEiPyZhCqa1UHiEmZUU5ZhfypKlrF7AhiK2zeJwIVen8WsKJscCI1J59Ppw7NxwfEFYMD6cMzZcNzr8OdIfw3Cxg7Xkl7EAAAAASUVORK5CYII=
debug2,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAA1ElEQVQ4y6WSbYqDMBRF7+ylpaCbGYhxNYVkdjNjuhytyznzo/XjJWoLDRwk8Dy5Ly+SxBGvluaivHglOJJrfUovzUw/Tt+enj86JNHQlIJfyZALhleCq2TIBXcGOhKS8PhS8C0ZSsGdRCISabcEZ4nTk/Ou4MYPkZbWCj4a4xtzPmavaBisYFc8vaG6Bu8hRkjJ9g9wucgwSwC+BHUFvmUzgXNLAtc89s7lCaolQdfZBCEsTCuETFBV0HiIoRQApCSDaWHrEvtVC+NYXuI4rhJ8MsZ/2+1okratXFIAAAAASUVORK5CYII=
deepslate,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAD1BMVEV5eXlkZGRRUVE9PUMvLzfdbkGmAAAAZUlEQVR42hXJQRHEMAwDQIVBLAS1FQA3VhA04Y/ppvtdjCoHVdC1syzE4LpnG005EcQpd8wQkPVGVmJwuXwbtGfoFCQ/pBu+ldX7gGztU0BoQuoB+gm6A95v6Fx/t3/MCZDriYo/+sYRXDxJGR4AAAAASUVORK5CYII=
deepslate_bricks,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAFVBMVEVubm5YWFhLTE9BQUE4NzctLS0kJCSCr1nNAAAAa0lEQVR42hXBwRHCMBADQJ34g2QKiM8VEB4UCyX4Q2fYbiBMdimc/OK0naYIhAY0SFmhGxirLpUFXvepkCqfkNMedHPLyI2992/v7w+t+2O6mIFjABuIOAQtsFiwfmBVQciFCGO/ZNJ2bbb/Q0UY6660FnUAAAAASUVORK5CYII=
deepslate_coal_ore,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAG1BMVEV5eXlkZGRRUVFJSz89PUMvLzcqKiofHx8KCgpXYtzCAAAAgUlEQVR42gVAMQ6CQBCcM9qzU2irm0UtrbTmsjwAc5dQGg3CB6RGTYjPNgiqLjSFZc+NukEC5y6NjsjD8zIJ0d6rzQ9igGiD8rpDYE7adxH0+SX7k8KOj57FIsKbERrrBBJWp/YGqbNYrgL4Hd48fwS+noINKweKZV9hVwBkuRWVP3ssGaAIv6+HAAAAAElFTkSuQmCC
deepslate_copper_ore,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAJ1BMVEXzgmhPupjgc01ZlYHBZ0aBgFh5eXlkZGQ6dmM6aFpRUVE9PUMvLzdC1jY3AAAAkElEQVR42gVAMQrCUAx9g7g7u3oBQS/g4AG6OOgo+UP3HwxuUhEcPYNtSboJIk0nQSn+HkoQVJ3FFDa4V00yHC/54O+1o431taIgSFrMNpENdF+NuUsVglBun10L6VI8zBcK67el3LI1HpNl0BflkBNZ99UIprg3awPE62zkLcOLX3FO/RTE9gxSEkikKVn5DwaIRZR39SWFAAAAAElFTkSuQmCC
deepslate_diamond_ore,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAJFBMVEXV//Z359Ee0NZkiox5eXlheXcUj5JkZGRRUVE9PUMxQEAvLzehZ/2nAAAAlElEQVR42gVAMQrCMBR93kA6iLtYOgoStLoGMouDBcciuFv4f7QgJqmTSKHfTqKD1hMELycwzgmxd/C/j1gnHmSS6hsGKRpOr7meMoKT26wgD22PQ+plFmYSxVm8bMBPpToVHMqxdD2WBvXWlfGuDWBO/Hrx1iBf6OqxN+D7i/pRvIGscjqPlEAf0rae2wKa+XIiR3+3JDaYVVG9TgAAAABJRU5ErkJggg==
deepslate_emerald_ore,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAJFBMVEXZ/+tB84QX3WIXxUR5eXkcmClkZGRRUVE3Wz4Aexg9PUMvLzdhh6+jAAAAjklEQVR42gVAsQqCUBQ9uLW1BPUFYXv0A5cX5FjQD8i9kWu8F9c950j3EEm4LrmF7+cCLgRj0QCNZj6aokikjMlg6NOD+dQJJioqJlaQjgv2wcNd5k1lscf1tzo+9LvGe7MlkbZGW5Mvp84h3/c6Lj8E1pyes7ODWORXs2PYkPD9lBmI06zb+xwkVN448B88BzgLcZNl7QAAAABJRU5ErkJggg==
deepslate_gold_ore,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAG1BMVEX//7X87kvrnQ55eXmcZCBkZGRRUVE9PUMvLzfnJ1TzAAAAhElEQVR42gVASw6CMBB93MDICQrRA9gM7MvHvbWNa7Uz7IuUA5C0xzYg5s15YUgZJPCe4ag7Sj7u2PxiJm1mZF7VZJseOqjTJegA8rfznMoGn2JL8h4gRgbvIyGpjrj8Mrx2so9XDVdi/22qCa+xfVpVE1ZVWTGUoB/1HjW30LZbPo7pD/9hKHcwd/nkAAAAAElFTkSuQmCC
deepslate_iron_ore,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAHlBMVEXiwKrYr5Ovjnd5eXmIdFV3Z09kZGRRUVE9PUMvLzccOFLEAAAAiUlEQVR42g3LMQ6CQBAF0O8NUBP7DcZoPWbEdhPU2lDYE2d7xd2xJzLcYLmt9O+BUzIJmqCTWWxqhfjblI+loXcnjS0HZLLeb0VB0S8XZbcDB3LrahoQzIg1z73bv5/+McDubpPcOSO0RTVSIogS6efKM/bcuNUF/YHkVZQVqNbxR9xCKHyjJPkDA+QsdKdPBWgAAAAASUVORK5CYII=
deepslate_lapis_ore,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAJ1BMVEVplfR5eXlEb9xkZGRRUVEYVb0gWYsQRKwWRI09PUMQNL0QNJwvLzdn/WLrAAAAlUlEQVR42gVAMQrCMBR9ghf4xMHi0lKHjoYfCYpL2g8ScKogrq6uegGdBKdAHSJddHL1GAEPJVAikY0X+PSLjSQP3u03ffpk6JQdF5oMkoSgmD3IP058lAbqmVeSqw62JGJaCOphXM9vqw6BxLaVTdDm7N6D+gC+f5VTsxImTPg6XRaIfb7NXy4DcXtxo0aDjB4FFv4Dad8mHOXoBKYAAAAASUVORK5CYII=
